primary_offensive_player_id,fga,ppfga_truth,PASV_mean,Skinner_mean,xPTS_mean
1629011,51,1.2156862745098038,0.20412222790179402,0.5879731452916479,1.3122487940030287
203497,79,1.1645569620253164,0.1751458145555319,0.5275241368229253,1.26993561833219
1628386,61,1.4426229508196722,0.037457916451053536,0.42754280061328354,1.1750716963959786
203507,99,1.2222222222222223,0.035775267783658374,0.4060262409460958,1.1363966930976446
1631096,266,1.0263157894736843,0.03065704845656014,0.40359002584498616,1.1485858656903316
1627936,160,1.13125,0.022979302820845135,0.4210174434002997,1.1473087177047983
1628404,144,1.0833333333333333,0.02186947916491826,0.4116960980776465,1.1390106500774104
203110,108,0.9259259259259259,0.021108546611138042,0.35153944308514223,1.0918249363624626
1627741,125,1.096,0.020767241365095324,0.35688641885560396,1.0877965525582398
1630228,93,1.075268817204301,0.017052345668777683,0.3567972078986596,1.0817136128524891
1630167,171,1.1169590643274854,0.015696579154522227,0.4017021478683599,1.1263609281226463
1630532,115,0.9478260869565217,-0.0009984310556703795,0.3007868082991255,1.0321499572781023
1630224,86,0.8953488372093024,-0.0020035359919515125,0.3440270717608931,1.0686698853201289
1630198,73,1.3013698630136987,-0.002130701104531615,0.36472709961998134,1.101539728682396
1628392,134,1.2388059701492538,-0.004764695745019225,0.36748038053087584,1.1101769711291423
2544,88,1.0909090909090908,-0.004899037069677212,0.3660276138370879,1.1016115434292144
203932,167,1.1017964071856288,-0.004943306764801066,0.40436725877282514,1.137693572511963
1627736,75,1.0133333333333334,-0.006964387519169746,0.37187016710440157,1.0913595742593034
1631212,59,0.9322033898305084,-0.007626704766834582,0.3746529104718867,1.1198977625958189
1629638,113,0.9734513274336283,-0.012419098291284998,0.38719639501145947,1.1099370101002808
1629060,57,1.2456140350877194,-0.012658032572840767,0.34450179751178106,1.0896665077529497
1631128,148,1.0472972972972974,-0.014499422596268583,0.4025813867372305,1.1236860274161562
201950,60,1.1166666666666667,-0.01601324708435308,0.3721954133469004,1.1089321608843712
1641708,85,1.0,-0.01751974212795272,0.3235448287683731,1.0387150122946216
1631097,148,1.0405405405405406,-0.017721002991474,0.3935773700140261,1.1110442626799546
201566,133,0.9323308270676691,-0.018615950632628327,0.3957557042322537,1.1264596359326067
1628384,247,1.0,-0.020900807969630997,0.38345667943909184,1.1088207286672347
1630162,298,1.0604026845637584,-0.022297663895623786,0.3698377712217631,1.0998952067952996
1629675,110,1.2454545454545454,-0.023009617625929082,0.3455978724203197,1.0931267682030148
1630541,80,0.8875,-0.0233800205756875,0.3381881255474887,1.066159834565672
1641717,119,1.0252100840336134,-0.023582888016239527,0.36321868641435606,1.0953404855974673
1627826,82,1.3170731707317074,-0.023743938404621114,0.3426109683327638,1.0756774787418366
1629652,164,1.024390243902439,-0.023798078020651047,0.34798391777086196,1.087616119715588
1628415,63,1.0476190476190477,-0.023900328307091184,0.29387538477644043,1.0392652555453736
1630217,63,0.746031746031746,-0.028115823394379156,0.34554852561119737,1.0721040599010594
202710,152,0.9671052631578947,-0.028167640319445093,0.3164251199813314,1.0501187417700495
1630202,99,1.1818181818181819,-0.02844201239738741,0.38714682310113663,1.087270898419808
1628401,147,1.1972789115646258,-0.03051848487284815,0.3566889502935492,1.0889996649510263
1630598,119,1.0,-0.030789619552769164,0.34613004554420174,1.0805112527457124
1630596,87,1.3333333333333333,-0.03493695553694244,0.3921004478368763,1.1306375336128993
1641764,132,0.8939393939393939,-0.036554896334456556,0.313740077905036,1.0385890971050766
1631094,124,0.967741935483871,-0.03780735730207345,0.26854921755814914,1.0084812195022947
204001,79,0.6835443037974683,-0.041785421443465316,0.3285794663616174,1.0709991453081533
1630183,169,1.1538461538461537,-0.04233581119241095,0.35006794292686993,1.0883389988210388
1626181,89,1.101123595505618,-0.04288747179938117,0.32855703164967853,1.06427517434507
203501,71,0.9014084507042254,-0.04305722890371394,0.3394368491829485,1.0721607164477558
1629622,89,1.1235955056179776,-0.04337817006588712,0.3899751185759241,1.1287142674981645
1631114,396,0.9873737373737373,-0.04391220520701745,0.34614978817965386,1.073459180772469
1630559,73,1.0273972602739727,-0.04423197460269835,0.3486371466545498,1.0621801055870537
201143,72,1.1388888888888888,-0.045270780032432664,0.35501294785569276,1.0748589011279692
1628978,126,0.9523809523809523,-0.046225728703177885,0.34773736057411175,1.0734369663425374
1630174,212,1.2264150943396226,-0.047854823303518486,0.3445814683796385,1.0748137179797819
1630578,131,0.9236641221374046,-0.04961131547214222,0.2873044843945736,1.0177564899069858
1626157,285,1.0666666666666667,-0.04973972208966711,0.3289304060246992,1.0668084578010857
1641767,51,1.2352941176470589,-0.05562899316524229,0.3540291206993223,1.0608257564818724
1627832,93,1.1505376344086022,-0.057513214499053965,0.31002430911912365,1.0198417895759981
1630590,58,0.9310344827586207,-0.05914289797805089,0.32634952381596494,1.0534315988980216
1629008,120,0.9833333333333333,-0.0593593146250229,0.3616084147051524,1.0983451622426232
203944,229,1.1353711790393013,-0.059748943697272495,0.32941186089614494,1.0616256404111486
1629018,62,1.3870967741935485,-0.060991852392458454,0.30594064227988854,1.0430255236317212
201144,96,0.8125,-0.063088284672375,0.3089099931177763,1.0564388889004714
1630595,129,0.8914728682170543,-0.06689201677277992,0.3166130047757141,1.0478398722864364
1627783,341,1.1290322580645162,-0.07260667047918332,0.32202788990357706,1.054388869785576
1626171,68,1.0294117647058822,-0.072838884070733,0.3098000377943964,1.0553471898143414
1626167,219,1.1095890410958904,-0.07728041790534472,0.3170619047871983,1.0526468189903
1627759,195,0.9897435897435898,-0.07829617289168034,0.3199231806625184,1.0501577018327297
202695,123,1.1951219512195121,-0.07831126094373866,0.2972620699403919,1.034262040605795
1630169,315,1.0984126984126985,-0.07939438049261603,0.3329127580073072,1.050563016206022
1628369,175,1.0114285714285713,-0.08169427972138445,0.3190158789580699,1.0471275208178425
201939,130,1.2,-0.08307360483912023,0.2705645087692758,1.0058661450850972
204456,175,1.12,-0.0845147294380123,0.3289523328256501,1.050910983760582
201935,101,1.0297029702970297,-0.08627305090894652,0.3206606968204808,1.043371872037423
202699,71,1.0985915492957747,-0.08706077974338944,0.2969076486642758,1.0261962938916622
1629639,65,0.9692307692307692,-0.08791238837527621,0.25938324835843546,0.9986292717423063
203471,53,1.169811320754717,-0.08939646362312231,0.3000581011598824,1.015536319216474
1628983,504,0.9880952380952381,-0.09481958540821239,0.29951233514232245,1.018356224137727
1629029,104,1.0576923076923077,-0.09699175788067652,0.2924454350448796,1.0174145729987578
1628969,263,1.0190114068441065,-0.0999785178242158,0.3036969179703202,1.0289696295724136
1628389,64,0.984375,-0.10311673401306631,0.2691662642678162,1.0002607128268477
1630540,90,1.0,-0.10404611741059823,0.34395260510731607,1.045033646366768
1629630,53,0.9056603773584906,-0.1057156789183563,0.2597918866820057,1.0073207824647008
203999,268,1.078358208955224,-0.11367573676488087,0.3128268047894114,1.0194971864098186
1628991,58,0.8103448275862069,-0.11812625481128025,0.24156058553215895,0.9890894813148541
1628973,393,1.0432569974554708,-0.11898743844319076,0.2833383925351098,1.0134442052461075
1629614,223,1.1210762331838564,-0.12615956340498496,0.2970481864937179,1.0270399084855706
1628378,194,1.0309278350515463,-0.13051716100303096,0.3455017458072932,1.0694021104706664
1629660,92,0.9565217391304348,-0.13163019056026656,0.2842368208150526,1.017689001495281
1629631,63,1.0476190476190477,-0.13227217395172322,0.2963282347503032,1.033578894108975
1627750,250,1.024,-0.14128058760418705,0.2975889191136661,1.026140574895991
1629636,69,0.9855072463768116,-0.18900664559030259,0.2867651239479003,1.0057693375390375
